id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones,anio_venta,mes_venta,cepal_modo_transporte,cepal_volumen_pasajeros_km,cepal_unidad
605,14,6,10,13,2024-02-21,2024-03-08,2,26.25,Agente,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
606,10,6,6,10,2023-02-21,2023-02-23,15,87.3,Telefono,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
607,10,11,6,10,2023-09-10,2023-10-02,15,70.47,Agente,Viajado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
608,9,8,5,12,2025-11-15,2025-12-14,19,152.55,Agente,Cancelado,10.0,JUAN CARLOS,Sin observaciones,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
609,7,4,3,3,2023-02-14,2023-03-16,42,123.2,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
610,9,11,5,12,2024-08-02,2024-08-21,23,168.0,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
611,12,15,7,6,2023-11-20,2023-11-26,33,39.96,Ventanilla,Viajado,10.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
612,10,6,6,10,2024-02-19,2024-03-06,34,79.38,Telefono,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
613,12,20,7,6,2025-08-13,2025-08-16,2,42.8,Ventanilla,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
614,5,2,2,2,2025-04-23,2025-05-13,19,147.0,Telefono,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
615,3,1,1,3,2024-01-16,2024-01-28,43,130.8,Web,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
616,5,3,2,2,2024-01-25,2024-02-12,18,124.6,Web,Cancelado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
617,10,7,6,10,2023-04-10,2023-04-24,44,85.5,Agente,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
618,7,11,3,3,2024-01-02,2024-01-08,7,114.4,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
619,9,12,5,12,2025-06-30,2025-07-26,17,117.45,Telefono,Cancelado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
620,7,18,3,3,2024-09-07,2024-09-24,35,104.94,Web,Viajado,10.0,SIN REGISTRO,Sin observaciones,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
621,6,10,2,8,2023-11-16,2023-11-17,15,149.8,Telefono,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
622,5,19,2,2,2023-10-30,2023-10-31,30,159.6,Web,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
623,10,12,6,10,2024-05-17,2024-06-07,20,70.47,Agente,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
624,5,14,2,2,2025-11-12,2025-12-10,6,108.64,Telefono,Cancelado,20.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
625,13,4,8,4,2023-10-23,2023-11-05,37,31.15,Agente,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
626,8,5,4,11,2023-04-21,2023-04-25,37,57.96,Ventanilla,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
627,4,12,1,5,2024-10-01,2024-10-04,5,120.96,Agente,Viajado,10.0,JUAN CARLOS,Pasajero adulto mayor,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
628,12,18,7,6,2025-07-11,2025-08-06,36,36.4,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasajero adulto mayor,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
629,2,14,1,1,2025-05-14,2025-06-09,7,119.88,Agente,Viajado,10.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2025,5,Sin dato,0.0,Sin dato CEPALSTAT
630,6,15,2,8,2023-04-30,2023-05-17,29,115.92,Web,Viajado,10.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
631,14,20,10,13,2024-03-04,2024-03-31,5,25.25,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
632,5,15,2,2,2025-04-05,2025-04-30,14,141.4,Telefono,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
633,10,6,6,10,2023-03-08,2023-03-10,28,81.0,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2023,3,Sin dato,0.0,Sin dato CEPALSTAT
634,6,9,2,8,2025-11-03,2025-11-11,4,131.04,Agente,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
635,3,15,1,3,2024-03-31,2024-04-09,4,133.2,Telefono,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
636,7,9,3,3,2024-10-06,2024-10-19,11,123.2,Telefono,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
637,7,12,3,3,2025-07-03,2025-07-11,24,99.0,Ventanilla,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
638,7,11,3,3,2025-09-20,2025-09-26,6,93.5,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
639,1,10,1,1,2023-01-02,2023-02-01,14,117.6,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
640,12,11,7,6,2023-12-12,2023-12-22,15,35.28,Ventanilla,Viajado,10.0,SIN REGISTRO,Pasaje con equipaje extra,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
641,8,6,4,11,2023-05-15,2023-05-21,40,73.5,Telefono,Confirmado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
642,7,16,3,3,2024-10-18,2024-10-30,18,99.0,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
643,1,12,1,1,2023-01-25,2023-01-26,30,135.6,Ventanilla,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
644,11,16,7,4,2023-10-26,2023-10-31,24,35.2,Telefono,Cancelado,0.0,MARIA ELENA FLORES,Pasajero adulto mayor,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
645,12,9,7,6,2023-09-17,2023-10-10,40,38.0,Telefono,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
646,7,13,3,3,2024-12-26,2025-01-25,6,110.0,Telefono,Viajado,0.0,JUAN CARLOS,Pasaje con equipaje extra,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
647,3,17,1,3,2023-03-02,2023-03-18,45,122.04,Web,Viajado,10.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2023,3,Sin dato,0.0,Sin dato CEPALSTAT
648,4,16,1,5,2025-02-23,2025-03-17,1,126.0,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
649,3,7,1,3,2025-04-23,2025-05-13,26,103.2,Web,Cancelado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
650,7,12,3,3,2024-12-07,2024-12-16,7,111.1,Agente,Cancelado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
651,4,6,1,5,2025-04-05,2025-04-21,41,126.0,Telefono,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
652,10,7,6,10,2024-10-22,2024-10-25,18,87.3,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
653,11,15,7,4,2023-07-29,2023-08-25,33,32.64,Ventanilla,Viajado,20.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
654,8,9,4,11,2023-10-15,2023-10-17,31,57.33,Agente,Cancelado,10.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
655,14,20,10,13,2024-05-19,2024-05-26,32,24.75,Telefono,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
656,10,18,6,10,2023-08-16,2023-08-21,28,83.43,Telefono,Viajado,10.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
657,6,17,2,8,2023-01-05,2023-01-27,28,121.8,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
658,15,9,11,13,2025-07-07,2025-07-19,14,9.9,Ventanilla,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
659,1,5,1,1,2024-01-11,2024-02-04,13,112.8,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
660,10,8,6,10,2023-11-22,2023-12-12,19,89.91,Agente,Viajado,10.0,SIN REGISTRO,Sin observaciones,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
661,9,4,5,12,2024-12-22,2025-01-02,34,166.5,Ventanilla,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
662,3,7,1,3,2025-08-03,2025-08-09,8,124.8,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
663,13,19,8,4,2023-01-07,2023-01-26,45,32.55,Web,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
664,15,20,11,13,2024-10-30,2024-11-01,12,10.0,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
665,6,11,2,8,2023-10-21,2023-10-27,42,130.2,Ventanilla,Viajado,0.0,JUAN CARLOS,Sin observaciones,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
666,12,3,7,6,2023-11-11,2023-12-01,31,35.6,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
667,9,19,5,12,2025-11-18,2025-12-07,12,133.5,Telefono,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
668,4,20,1,5,2025-06-19,2025-07-18,35,127.2,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
669,15,6,11,13,2025-12-08,2025-12-18,37,9.9,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2025,12,Sin dato,0.0,Sin dato CEPALSTAT
670,2,13,1,1,2025-12-09,2025-12-16,5,97.2,Ventanilla,Cancelado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor,2025,12,Sin dato,0.0,Sin dato CEPALSTAT
671,9,17,5,12,2025-10-28,2025-10-30,42,162.0,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
672,12,17,7,6,2023-07-06,2023-07-21,27,42.8,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
673,15,11,11,13,2025-09-14,2025-09-20,39,8.19,Ventanilla,Cancelado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
674,5,13,2,2,2024-01-20,2024-02-08,6,121.8,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
675,8,15,4,11,2025-01-18,2025-02-06,19,79.8,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
676,12,20,7,6,2023-08-06,2023-09-05,31,45.2,Web,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
677,2,20,1,1,2023-01-12,2023-01-15,13,121.2,Ventanilla,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
678,2,14,1,1,2024-12-03,2024-12-25,19,115.2,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
679,1,4,1,1,2024-07-16,2024-08-09,27,97.2,Agente,Viajado,10.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2024,7,Sin dato,0.0,Sin dato CEPALSTAT
680,2,12,1,1,2023-11-22,2023-12-21,12,126.0,Ventanilla,Cancelado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
681,14,15,10,13,2025-05-04,2025-05-13,43,21.75,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,5,Sin dato,0.0,Sin dato CEPALSTAT
682,3,12,1,3,2025-06-05,2025-06-17,16,108.0,Telefono,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
683,10,12,6,10,2023-12-16,2023-12-28,27,86.67,Telefono,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
684,14,6,10,13,2025-01-08,2025-01-17,1,20.93,Ventanilla,Cancelado,10.0,JUAN CARLOS,Sin observaciones,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
685,5,14,2,2,2023-01-31,2023-02-17,42,149.8,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
686,3,1,1,3,2024-07-08,2024-08-02,7,99.36,Ventanilla,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2024,7,Sin dato,0.0,Sin dato CEPALSTAT
687,14,7,10,13,2024-05-21,2024-05-28,8,21.6,Ventanilla,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
688,3,3,1,3,2024-08-05,2024-08-15,18,120.0,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
689,14,4,10,13,2025-01-08,2025-01-29,34,23.18,Telefono,Viajado,10.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
690,12,13,7,6,2023-02-22,2023-03-24,23,30.6,Telefono,Viajado,10.0,MARIA ELENA FLORES,Sin observaciones,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
691,14,7,10,13,2023-06-20,2023-07-04,30,21.5,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
692,7,12,3,3,2025-06-01,2025-06-07,34,90.09,Ventanilla,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
693,10,17,6,10,2024-02-02,2024-02-13,16,81.9,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
694,3,14,1,3,2025-09-04,2025-09-06,41,118.8,Telefono,Viajado,10.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
695,9,6,5,12,2025-03-11,2025-03-12,10,120.15,Web,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2025,3,Sin dato,0.0,Sin dato CEPALSTAT
696,8,11,4,11,2023-09-03,2023-09-15,44,70.0,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
697,8,13,4,11,2023-02-25,2023-03-04,28,68.6,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
698,3,9,1,3,2023-12-28,2024-01-12,42,132.0,Agente,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
699,3,18,1,3,2025-03-30,2025-04-07,32,111.6,Ventanilla,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2025,3,Sin dato,0.0,Sin dato CEPALSTAT
700,14,19,10,13,2023-10-30,2023-11-10,34,21.6,Agente,Viajado,10.0,SIN REGISTRO,Sin observaciones,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
701,7,6,3,3,2024-08-28,2024-09-15,32,106.7,Web,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
702,11,14,7,4,2024-09-21,2024-09-29,37,35.6,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
703,3,15,1,3,2025-04-01,2025-04-30,46,136.8,Telefono,Viajado,0.0,JUAN CARLOS,Sin observaciones,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
704,5,13,2,2,2023-11-27,2023-11-30,4,124.6,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
705,1,3,1,1,2024-03-24,2024-04-23,4,114.0,Telefono,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
706,10,16,6,10,2023-10-27,2023-11-15,21,88.2,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
707,6,6,2,8,2023-01-06,2023-01-23,11,137.2,Agente,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
708,11,13,7,4,2025-01-28,2025-02-07,2,40.8,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
709,12,16,7,6,2022-12-29,2023-01-07,5,40.8,Ventanilla,Cancelado,0.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor,2022,12,Transporte Aereo,4424351213.328,kilómetros de pasajeros facturados
710,12,4,7,6,2024-12-13,2024-12-30,41,39.6,Agente,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
711,4,3,1,5,2025-10-17,2025-10-22,41,104.76,Web,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
712,11,9,7,4,2024-10-10,2024-10-20,12,34.92,Web,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
713,5,13,2,2,2023-09-17,2023-10-14,28,151.2,Web,Viajado,0.0,MARIA ELENA FLORES,Pasajero adulto mayor,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
714,10,9,6,10,2023-05-24,2023-06-15,3,92.7,Agente,Cancelado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
715,9,18,5,12,2025-06-14,2025-06-19,11,130.95,Web,Viajado,10.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
716,9,1,5,12,2025-09-13,2025-09-16,37,166.5,Ventanilla,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
717,2,8,1,1,2023-10-01,2023-10-06,1,122.4,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
718,6,5,2,8,2024-05-16,2024-06-14,18,119.7,Agente,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
719,1,12,1,1,2024-01-13,2024-01-21,42,136.8,Ventanilla,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
720,12,2,7,6,2023-11-30,2023-12-13,23,45.6,Telefono,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
721,4,17,1,5,2024-05-14,2024-05-16,25,102.6,Agente,Viajado,10.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
722,11,17,7,4,2024-06-07,2024-06-30,23,45.6,Ventanilla,Viajado,0.0,JUAN CARLOS,Sin observaciones,2024,6,Sin dato,0.0,Sin dato CEPALSTAT
723,7,7,3,3,2023-06-22,2023-07-14,42,121.0,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
724,3,2,1,3,2025-01-18,2025-02-07,20,128.4,Agente,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
725,2,3,1,1,2024-04-01,2024-04-08,28,112.8,Telefono,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2024,4,Sin dato,0.0,Sin dato CEPALSTAT
726,15,7,11,13,2024-07-02,2024-07-26,40,8.8,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2024,7,Sin dato,0.0,Sin dato CEPALSTAT
727,14,8,10,13,2025-07-02,2025-08-01,16,25.0,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
728,12,15,7,6,2024-09-25,2024-10-19,16,39.6,Telefono,Cancelado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
729,10,11,6,10,2023-01-22,2023-02-15,19,94.5,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
730,1,2,1,1,2025-01-11,2025-01-31,44,118.8,Agente,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
731,14,16,10,13,2025-06-13,2025-07-11,16,22.5,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
732,11,2,7,4,2023-04-20,2023-05-16,19,35.28,Web,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
733,3,8,1,3,2024-09-26,2024-09-29,5,111.6,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
734,1,8,1,1,2025-11-28,2025-12-22,26,127.2,Agente,Cancelado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
735,11,18,7,4,2024-12-31,2025-01-14,25,35.6,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
736,7,9,3,3,2024-10-11,2024-10-31,46,79.2,Telefono,Cancelado,20.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
