id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones,anio_venta,mes_venta
345,12,9,7,6,2023-08-15,2023-08-25,35,43.2,Web,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2023,8
346,9,12,5,12,2024-08-27,2024-09-09,43,163.5,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2024,8
347,3,17,1,3,2023-06-11,2023-07-11,46,123.6,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2023,6
348,2,20,1,1,2024-08-14,2024-08-18,4,111.6,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,8
349,13,4,8,4,2024-11-03,2024-11-24,10,34.97,Ventanilla,Viajado,10.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2024,11
350,1,11,1,1,2025-08-12,2025-08-21,17,128.4,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2025,8
351,15,13,11,13,2023-10-16,2023-11-06,29,10.6,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2023,10
352,4,15,1,5,2023-05-24,2023-05-27,31,122.04,Agente,Viajado,10.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2023,5
353,9,3,5,12,2023-12-11,2024-01-09,25,141.0,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2023,12
354,6,2,2,8,2025-03-21,2025-04-06,37,120.4,Ventanilla,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2025,3
355,7,12,3,3,2024-08-15,2024-09-06,12,114.4,Web,Cancelado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,8
356,9,18,5,12,2024-02-23,2024-03-01,33,114.75,Web,Viajado,10.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2024,2
357,3,1,1,3,2023-09-08,2023-09-26,26,114.48,Agente,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2023,9
358,15,18,11,13,2024-09-16,2024-10-11,35,11.4,Ventanilla,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2024,9
359,15,17,11,13,2025-11-18,2025-11-26,18,9.81,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2025,11
360,4,14,1,5,2025-05-08,2025-05-31,39,119.88,Ventanilla,Viajado,10.0,SIN REGISTRO,Pasajero adulto mayor,2025,5
361,5,1,2,2,2025-09-06,2025-09-24,30,152.6,Telefono,Viajado,0.0,JUAN CARLOS,Sin observaciones,2025,9
362,12,6,7,6,2023-05-01,2023-05-05,6,36.0,Agente,Cancelado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2023,5
363,2,18,1,1,2023-02-06,2023-02-08,7,116.4,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2023,2
364,9,9,5,12,2023-05-02,2023-05-05,32,145.5,Telefono,Cancelado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2023,5
365,13,20,8,4,2025-03-06,2025-03-13,43,38.15,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2025,3
366,9,8,5,12,2025-10-22,2025-10-31,38,166.5,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2025,10
367,11,13,7,4,2023-06-13,2023-06-15,15,34.56,Web,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2023,6
368,1,4,1,1,2024-02-27,2024-03-15,34,106.8,Telefono,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2024,2
369,8,10,4,11,2023-09-17,2023-10-09,8,66.5,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2023,9
370,13,8,8,4,2023-08-04,2023-08-19,41,38.85,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,8
371,7,8,3,3,2023-09-11,2023-09-14,43,90.09,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,9
372,5,13,2,2,2022-12-17,2023-01-06,43,123.2,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2022,12
373,5,19,2,2,2025-08-25,2025-09-11,46,123.2,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2025,8
374,13,15,8,4,2023-07-26,2023-08-01,29,37.8,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,7
375,14,6,10,13,2024-10-08,2024-10-21,26,22.95,Telefono,Cancelado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2024,10
376,9,8,5,12,2023-05-04,2023-05-08,42,156.0,Web,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,5
377,5,14,2,2,2023-11-17,2023-11-29,32,148.4,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2023,11
378,5,1,2,2,2025-02-17,2025-03-08,43,152.6,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2025,2
379,1,8,1,1,2023-11-23,2023-12-16,21,114.0,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor,2023,11
380,8,10,4,11,2025-04-02,2025-04-10,31,67.2,Web,Cancelado,0.0,SIN REGISTRO,Pasajero adulto mayor,2025,4
381,9,15,5,12,2025-11-12,2025-11-22,22,165.0,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,11
382,11,11,7,4,2025-11-07,2025-11-17,43,41.6,Web,Cancelado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2025,11
383,11,12,7,4,2023-10-01,2023-10-24,14,31.32,Telefono,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2023,10
384,7,14,3,3,2024-06-22,2024-07-14,12,118.8,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2024,6
385,3,17,1,3,2024-05-28,2024-06-12,23,133.2,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2024,5
386,8,17,4,11,2023-01-21,2023-02-03,36,59.5,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2023,1
387,13,10,8,4,2025-04-15,2025-04-23,27,29.75,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2025,4
388,4,17,1,5,2025-08-03,2025-08-31,10,110.4,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2025,8
389,1,18,1,1,2023-06-14,2023-06-16,25,112.8,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2023,6
390,1,14,1,1,2024-09-17,2024-10-12,23,103.2,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2024,9
391,3,16,1,3,2025-05-31,2025-06-08,34,121.2,Web,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2025,5
392,7,4,3,3,2025-10-07,2025-10-24,43,116.6,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2025,10
393,11,19,7,4,2025-05-30,2025-06-25,36,37.6,Web,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2025,5
394,5,1,2,2,2025-10-14,2025-10-18,42,151.2,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2025,10
395,13,15,8,4,2023-08-06,2023-08-16,14,37.45,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2023,8
396,9,16,5,12,2024-12-16,2024-12-17,38,154.5,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor,2024,12
397,11,2,7,4,2025-09-23,2025-10-12,20,39.6,Telefono,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,9
398,15,6,11,13,2025-07-19,2025-08-10,11,11.0,Telefono,Cancelado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2025,7
399,5,19,2,2,2023-03-28,2023-04-08,45,149.8,Ventanilla,Viajado,0.0,JUAN CARLOS,Sin observaciones,2023,3
400,6,7,2,8,2025-02-19,2025-02-28,22,108.36,Telefono,Viajado,10.0,SIN REGISTRO,Pasajero adulto mayor,2025,2
401,13,16,8,4,2024-01-07,2024-01-13,40,29.75,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2024,1
402,2,2,1,1,2025-10-29,2025-11-01,20,92.88,Agente,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,10
403,12,20,7,6,2024-09-25,2024-10-11,32,39.2,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,9
404,7,5,3,3,2025-10-29,2025-11-19,37,95.7,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2025,10
405,15,15,11,13,2023-07-23,2023-08-06,39,10.6,Telefono,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,7
406,4,14,1,5,2023-03-24,2023-04-04,40,106.8,Telefono,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2023,3
407,11,19,7,4,2023-09-15,2023-10-11,38,38.52,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,9
408,6,9,2,8,2024-05-27,2024-05-30,29,123.2,Agente,Confirmado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor,2024,5
409,8,10,4,11,2022-12-27,2023-01-08,16,74.2,Ventanilla,Cancelado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2022,12
410,9,13,5,12,2023-04-03,2023-04-28,16,163.5,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2023,4
411,3,13,1,3,2023-05-01,2023-05-09,33,133.2,Agente,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2023,5
412,8,9,4,11,2025-06-07,2025-07-06,4,70.0,Web,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2025,6
413,4,20,1,5,2023-02-12,2023-02-21,19,106.8,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,2
414,12,13,7,6,2023-07-08,2023-08-03,16,38.0,Agente,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2023,7
415,13,6,8,4,2023-06-24,2023-06-29,4,35.28,Agente,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2023,6
416,10,16,6,10,2024-01-24,2024-01-28,7,79.2,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2024,1
417,8,11,4,11,2023-07-03,2023-07-28,30,74.2,Telefono,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2023,7
418,1,14,1,1,2023-04-26,2023-05-16,16,112.32,Web,Viajado,10.0,JUAN CARLOS,Pasaje con equipaje extra,2023,4
419,15,12,11,13,2024-06-13,2024-06-17,10,11.0,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,6
420,4,8,1,5,2024-03-19,2024-04-01,33,123.6,Agente,Viajado,0.0,SIN REGISTRO,Sin observaciones,2024,3
421,9,20,5,12,2025-11-02,2025-11-04,4,135.0,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2025,11
422,8,9,4,11,2024-06-10,2024-07-06,34,72.1,Web,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2024,6
423,11,20,7,4,2025-03-02,2025-03-25,24,33.12,Ventanilla,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2025,3
424,11,17,7,4,2023-03-25,2023-04-07,42,39.2,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2023,3
425,7,3,3,3,2024-07-11,2024-08-10,14,99.0,Agente,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2024,7
426,15,6,11,13,2025-11-28,2025-12-17,11,8.73,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2025,11
427,13,2,8,4,2025-01-31,2025-02-27,44,33.25,Agente,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2025,1
428,3,20,1,3,2025-11-29,2025-12-02,1,123.6,Ventanilla,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2025,11
429,1,4,1,1,2024-07-14,2024-07-17,27,132.0,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2024,7
430,14,10,10,13,2025-11-13,2025-12-04,41,26.5,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2025,11
431,7,2,3,3,2023-02-28,2023-03-01,21,106.7,Web,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,2
432,15,18,11,13,2023-09-01,2023-09-24,10,8.5,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2023,9
433,15,15,11,13,2025-10-07,2025-10-14,16,8.55,Agente,Viajado,10.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,10
434,9,17,5,12,2023-10-11,2023-11-08,4,147.15,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2023,10
435,6,8,2,8,2025-11-05,2025-11-12,9,159.6,Web,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2025,11
436,6,8,2,8,2024-12-20,2025-01-04,26,126.0,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2024,12
437,1,8,1,1,2024-02-24,2024-03-13,29,115.56,Telefono,Cancelado,10.0,JUAN CARLOS,Pasaje con equipaje extra,2024,2
438,4,5,1,5,2024-12-15,2024-12-24,13,130.8,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2024,12
439,8,5,4,11,2025-08-21,2025-09-05,33,61.11,Agente,Cancelado,10.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra,2025,8
440,5,14,2,2,2024-08-29,2024-09-15,15,135.8,Ventanilla,Viajado,0.0,SIN REGISTRO,Sin observaciones,2024,8
441,14,1,10,13,2025-06-06,2025-06-13,15,22.0,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2025,6
442,11,2,7,4,2023-10-02,2023-10-14,40,31.68,Web,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,10
443,14,13,10,13,2025-01-21,2025-02-18,29,27.5,Agente,Cancelado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2025,1
444,9,13,5,12,2025-09-09,2025-09-26,19,132.0,Agente,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2025,9
445,14,5,10,13,2023-05-08,2023-05-21,11,22.0,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2023,5
446,3,13,1,3,2024-11-03,2024-11-12,11,112.32,Ventanilla,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2024,11
447,6,3,2,8,2024-04-19,2024-05-07,15,122.22,Web,Cancelado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2024,4
448,3,13,1,3,2024-07-24,2024-08-03,24,108.0,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor,2024,7
449,2,18,1,1,2024-11-14,2024-12-05,19,103.68,Agente,Viajado,10.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2024,11
450,4,16,1,5,2025-06-26,2025-07-12,43,102.0,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2025,6
451,14,3,10,13,2024-06-07,2024-07-01,37,21.4,Agente,Viajado,20.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2024,6
452,2,4,1,1,2024-05-17,2024-06-11,4,98.28,Telefono,Viajado,10.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2024,5
453,10,10,6,10,2025-01-10,2025-02-03,34,76.5,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2025,1
454,10,10,6,10,2024-06-09,2024-06-21,8,101.7,Telefono,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2024,6
455,12,20,7,6,2023-04-09,2023-05-01,26,37.6,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2023,4
456,2,17,1,1,2024-09-24,2024-10-18,39,123.6,Telefono,Viajado,0.0,JUAN CARLOS,Sin observaciones,2024,9
457,4,11,1,5,2024-10-25,2024-11-10,1,102.0,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor,2024,10
458,6,5,2,8,2024-04-28,2024-05-02,35,144.2,Telefono,Cancelado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra,2024,4
459,11,12,7,4,2024-07-01,2024-07-20,1,38.4,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2024,7
460,2,12,1,1,2025-09-20,2025-09-29,27,132.0,Agente,Viajado,0.0,SIN REGISTRO,Sin observaciones,2025,9
461,15,10,11,13,2023-05-09,2023-06-07,15,9.45,Ventanilla,Viajado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2023,5
462,11,1,7,4,2023-07-16,2023-07-19,21,32.04,Telefono,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor,2023,7
463,3,10,1,3,2024-08-11,2024-09-01,26,134.4,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2024,8
464,9,4,5,12,2023-05-14,2023-05-17,14,125.55,Telefono,Cancelado,10.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2023,5
465,3,7,1,3,2024-01-10,2024-02-02,2,122.4,Agente,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2024,1
466,11,19,7,4,2025-03-21,2025-04-10,16,45.2,Telefono,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2025,3
467,7,10,3,3,2025-10-30,2025-11-22,1,104.94,Web,Viajado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2025,10
468,4,20,1,5,2023-02-07,2023-03-01,17,127.2,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,2
469,7,13,3,3,2024-12-25,2025-01-23,18,104.5,Agente,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor,2024,12
470,15,20,11,13,2023-06-18,2023-07-08,4,8.82,Telefono,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,6
471,11,10,7,4,2024-01-18,2024-01-19,5,34.56,Web,Viajado,20.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2024,1
472,6,4,2,8,2023-08-18,2023-08-25,22,126.0,Telefono,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2023,8
473,8,17,4,11,2025-05-15,2025-05-22,40,63.7,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2025,5
474,6,2,2,8,2023-01-25,2023-01-26,5,138.6,Web,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,1
475,11,6,7,4,2025-06-13,2025-06-20,14,43.6,Ventanilla,Viajado,0.0,JUAN CARLOS,Sin observaciones,2025,6
476,14,11,10,13,2024-05-19,2024-06-15,6,23.5,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2024,5
477,10,10,6,10,2025-07-09,2025-07-25,24,93.6,Telefono,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2025,7
478,9,18,5,12,2023-03-15,2023-04-04,33,171.0,Telefono,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2023,3
479,13,19,8,4,2023-06-11,2023-06-30,41,35.7,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2023,6
480,15,18,11,13,2023-12-27,2024-01-03,19,9.5,Web,Cancelado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2023,12
481,6,14,2,8,2025-01-28,2025-02-20,16,137.2,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2025,1
482,2,2,1,1,2025-07-10,2025-07-18,40,98.28,Agente,Viajado,10.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra,2025,7
483,14,11,10,13,2023-02-25,2023-03-15,30,26.5,Ventanilla,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2023,2
484,9,9,5,12,2024-12-27,2025-01-04,24,102.0,Web,Viajado,20.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra,2024,12
485,3,9,1,3,2025-02-11,2025-03-13,20,129.6,Agente,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2025,2
486,6,7,2,8,2024-06-29,2024-07-13,46,119.0,Web,Cancelado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2024,6
487,12,10,7,6,2025-06-24,2025-07-08,17,42.0,Ventanilla,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2025,6
488,3,12,1,3,2023-11-29,2023-12-18,21,104.4,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2023,11
489,1,16,1,1,2025-06-04,2025-06-29,46,108.48,Ventanilla,Viajado,20.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2025,6
490,11,13,7,4,2024-07-12,2024-07-18,4,34.4,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2024,7
491,9,4,5,12,2023-03-25,2023-04-10,45,115.2,Ventanilla,Viajado,20.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2023,3
492,14,14,10,13,2024-11-21,2024-11-27,24,21.25,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasajero adulto mayor,2024,11
493,11,14,7,4,2023-03-14,2023-03-27,2,45.6,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2023,3
494,11,14,7,4,2025-03-06,2025-03-23,10,34.4,Ventanilla,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2025,3
495,5,3,2,2,2023-08-03,2023-09-01,5,121.8,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2023,8
496,10,17,6,10,2024-02-16,2024-02-21,34,72.09,Ventanilla,Cancelado,10.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2024,2
497,11,8,7,4,2024-12-12,2025-01-10,31,44.4,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2024,12
498,11,17,7,4,2025-11-22,2025-12-12,19,38.8,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2025,11
499,8,3,4,11,2023-04-14,2023-05-09,30,62.3,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2023,4
500,14,17,10,13,2022-12-21,2023-01-13,23,27.0,Web,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2022,12
501,3,6,1,3,2023-01-30,2023-02-03,37,115.2,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2023,1
502,11,16,7,4,2023-12-27,2024-01-20,5,45.2,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2023,12
503,14,2,10,13,2023-08-30,2023-09-07,46,20.25,Web,Viajado,10.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra,2023,8
504,15,5,11,13,2023-02-05,2023-03-03,5,8.7,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2023,2
505,12,13,7,6,2024-01-14,2024-01-31,3,39.6,Ventanilla,Cancelado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2024,1
506,1,5,1,1,2023-10-21,2023-11-13,24,124.8,Agente,Viajado,0.0,MARIA ELENA FLORES,Pasajero adulto mayor,2023,10
507,8,15,4,11,2023-12-13,2023-12-14,20,70.0,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,12
508,1,2,1,1,2025-05-03,2025-05-27,30,118.8,Ventanilla,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,5
509,3,3,1,3,2023-03-07,2023-03-12,46,112.8,Telefono,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2023,3
510,12,17,7,6,2024-10-21,2024-11-10,26,36.0,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2024,10
511,8,10,4,11,2025-03-24,2025-04-16,35,67.2,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2025,3
512,10,16,6,10,2023-06-16,2023-06-17,36,99.0,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2023,6
513,1,12,1,1,2025-05-08,2025-05-24,37,95.04,Ventanilla,Viajado,10.0,JUAN CARLOS,Pasajero adulto mayor,2025,5
514,10,12,6,10,2024-01-17,2024-01-19,29,81.81,Web,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2024,1
515,5,8,2,2,2025-02-06,2025-02-21,28,142.8,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor,2025,2
516,14,7,10,13,2023-01-06,2023-02-03,10,22.75,Web,Cancelado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2023,1
517,4,15,1,5,2023-06-30,2023-07-06,34,106.8,Agente,Cancelado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,6
