id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones
382,7,9,3,3,2025-11-23,2025-12-18,34,121.0,Ventanilla,Cancelado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones
383,5,9,2,2,2025-06-30,2025-07-28,5,147.0,Web,Cancelado,0.0,LUIS FERNANDO MENDOZA ARCE,
384,6,5,2,8,2024-04-26,2024-05-08,40,137.34,Agente,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra
385,6,11,2,8,2022-12-08,2023-01-02,41,120.4,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,
386,8,5,4,11,2024-12-30,2025-01-25,29,74.2,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra
387,14,5,10,13,2023-10-07,2023-10-18,38,23.5,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,
388,2,9,1,1,2023-07-22,2023-08-03,32,126.0,Ventanilla,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones
389,8,8,4,11,2025-11-23,2025-11-24,29,59.92,Ventanilla,Viajado,20.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones
390,1,17,1,1,2023-01-14,2023-01-28,37,102.0,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
391,1,2,1,1,2025-11-09,2025-11-13,8,115.2,Agente,Viajado,0.0,mARIA eLENA fLoReS,Pasajero adulto mayor
392,8,4,4,11,2023-05-03,2023-05-20,34,74.9,Agente,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones
393,13,12,8,4,2023-02-09,2023-02-19,31,36.4,Telefono,Cancelado,0.0,PATRICIA ISABEL RAMOS AGUILAR,
394,11,14,7,4,2025-01-27,2025-02-26,36,40.8,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
395,7,9,3,3,2024-12-21,2025-01-12,31,107.91,Web,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,
396,6,8,2,8,2024-04-08,2024-05-02,30,148.4,Ventanilla,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor
397,7,1,3,3,2025-08-14,2025-08-25,35,90.09,Web,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones
398,13,6,8,4,2025-04-22,2025-04-24,10,26.78,Telefono,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
399,9,17,5,12,2023-09-06,2023-09-16,21,150.0,Telefono,Viajado,0.0,  JUAN   carlos  ,Pasaje con equipaje extra
400,7,15,3,3,2024-10-09,2024-10-26,29,122.1,Telefono,Cancelado,0.0,,
401,12,10,7,6,2025-11-23,2025-12-07,15,42.0,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,
402,11,13,7,4,2024-07-13,2024-07-31,36,39.6,Telefono,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,
403,15,17,11,13,2025-03-25,2025-04-12,2,8.9,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
404,13,12,8,4,2023-02-17,2023-02-22,22,27.72,Telefono,Cancelado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra
405,8,10,4,11,2024-03-03,2024-03-18,17,64.89,Agente,Viajado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones
406,13,16,8,4,2025-07-04,2025-08-03,38,33.95,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,
407,2,7,1,1,2025-09-22,2025-10-17,8,133.2,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,
408,2,11,1,1,2025-07-04,2025-07-28,15,112.8,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra
409,15,13,11,13,2025-06-03,2025-06-13,4,8.19,Web,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra
410,5,8,2,2,2025-03-22,2025-04-21,13,134.4,Web,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
411,9,17,5,12,2025-01-18,2025-02-13,2,125.55,Agente,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
412,5,2,2,2,2024-02-05,2024-02-26,18,132.3,Telefono,Viajado,10.0,MARIA ELENA FLORES TARQUI,
413,13,5,8,4,2025-09-21,2025-10-12,39,34.97,Web,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor
414,15,3,11,13,2024-01-30,2024-02-16,5,9.0,Web,Cancelado,0.0,mARIA eLENA fLoReS,
415,6,16,2,8,2024-02-26,2024-03-02,46,131.04,Agente,Viajado,10.0,MONICA CECILIA CASTRO PONCE,Sin observaciones
416,7,13,3,3,2025-01-07,2025-01-21,39,97.9,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra
417,5,17,2,2,2023-11-21,2023-11-25,25,105.28,Ventanilla,Viajado,20.0,RICARDO ERNESTO PONCE MONTAÑO,
418,11,4,7,4,2024-04-04,2024-04-15,41,42.8,Ventanilla,Viajado,0.0,  JUAN   carlos  ,Pasaje con equipaje extra
419,6,10,2,8,2023-09-09,2023-09-15,31,133.0,Telefono,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones
420,15,1,11,13,2024-12-12,2024-12-20,15,9.0,Telefono,Viajado,10.0,,Sin observaciones
421,8,8,4,11,2025-07-28,2025-08-20,39,65.1,Web,Cancelado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
422,12,7,7,6,2024-03-14,2024-04-01,40,45.2,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
423,6,2,2,8,2025-07-20,2025-07-24,24,138.6,Ventanilla,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra
424,12,17,7,6,2024-12-01,2024-12-27,24,38.4,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
425,5,2,2,2,2024-07-23,2024-08-08,31,124.6,Telefono,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra
426,11,18,7,4,2025-10-10,2025-10-25,18,35.6,Web,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,
427,8,16,4,11,2024-09-25,2024-10-04,8,79.8,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
428,1,6,1,1,2025-04-28,2025-05-06,46,129.6,Telefono,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra
429,2,17,1,1,2025-12-03,2025-12-21,41,134.4,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones
430,12,1,7,6,2025-06-23,2025-06-29,21,39.6,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,
431,8,4,4,11,2024-10-23,2024-10-30,1,75.6,Agente,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra
432,14,13,10,13,2023-05-03,2023-05-19,42,21.83,Web,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,
433,15,14,11,13,2025-01-11,2025-02-03,32,10.1,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
434,11,7,7,4,2025-03-11,2025-03-21,36,44.8,Web,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
435,7,18,3,3,2024-10-16,2024-10-21,20,125.4,Agente,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasajero adulto mayor
436,6,13,2,8,2024-07-20,2024-07-29,42,129.78,Ventanilla,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,
437,2,12,1,1,2023-03-15,2023-04-04,10,120.96,Ventanilla,Viajado,10.0,  JUAN   carlos  ,Pasajero adulto mayor
438,4,16,1,5,2025-12-14,2025-12-18,12,110.16,Agente,Viajado,10.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor
439,8,17,4,11,2025-02-18,2025-03-08,44,60.2,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
440,15,17,11,13,2023-07-15,2023-07-29,15,10.08,Web,Cancelado,10.0,,Pasajero adulto mayor
441,15,9,11,13,2023-06-04,2023-06-12,30,10.1,Ventanilla,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor
442,12,12,7,6,2025-03-26,2025-04-08,8,39.2,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra
443,4,6,1,5,2024-04-08,2024-04-25,34,121.2,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
444,5,15,2,2,2024-04-01,2024-04-11,13,154.0,Web,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra
445,15,12,11,13,2025-08-28,2025-08-30,10,10.6,Ventanilla,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,
446,15,19,11,13,2024-04-02,2024-04-21,6,6.8,Telefono,Viajado,20.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
447,4,12,1,5,2024-03-15,2024-04-01,15,118.8,Web,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones
448,10,19,6,10,2023-01-05,2023-01-19,13,88.2,Agente,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor
449,1,16,1,1,2023-08-25,2023-09-10,38,96.0,Agente,Viajado,20.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
450,1,11,1,1,2024-06-02,2024-06-25,12,118.8,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor
451,11,7,7,4,2025-06-06,2025-06-26,4,34.8,Web,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,
452,12,14,7,6,2023-12-09,2023-12-10,5,36.8,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
453,13,2,8,4,2023-02-23,2023-03-24,6,28.04,Web,Viajado,10.0,MARIA ELENA FLORES TARQUI,
454,9,9,5,12,2024-11-16,2024-12-14,33,162.0,Agente,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra
455,3,17,1,3,2025-10-27,2025-11-16,27,110.4,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
456,14,17,10,13,2025-10-10,2025-10-27,29,24.75,Ventanilla,Viajado,10.0,  JUAN   carlos  ,Pasaje con equipaje extra
457,4,11,1,5,2024-05-01,2024-05-09,7,133.2,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,
458,1,14,1,1,2023-05-09,2023-06-06,12,128.4,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
459,8,17,4,11,2025-01-05,2025-01-29,18,68.67,Ventanilla,Cancelado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
460,9,4,5,12,2025-08-05,2025-08-27,15,117.45,Agente,Cancelado,10.0,,Pasajero adulto mayor
461,12,7,7,6,2023-08-15,2023-09-03,19,43.6,Web,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
462,10,12,6,10,2025-08-24,2025-09-19,24,80.19,Agente,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra
463,6,7,2,8,2024-04-28,2024-05-21,7,159.6,Web,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
464,15,18,11,13,2024-01-06,2024-01-23,14,9.2,Web,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones
465,7,5,3,3,2025-11-21,2025-11-22,2,117.7,Web,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra
466,7,16,3,3,2023-09-08,2023-09-17,13,115.5,Web,Cancelado,0.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor
467,3,10,1,3,2023-05-09,2023-05-22,32,116.4,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra
468,12,19,7,6,2025-03-01,2025-03-10,16,43.6,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor
469,3,7,1,3,2023-09-30,2023-10-21,22,130.8,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
470,9,15,5,12,2024-06-03,2024-06-26,2,118.8,Agente,Cancelado,10.0,JORGE EDUARDO IBAÑEZ CASTRO,
471,13,14,8,4,2024-12-06,2025-01-04,40,28.04,Agente,Viajado,10.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
472,11,5,7,4,2025-02-28,2025-03-27,4,32.96,Agente,Viajado,20.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor
473,9,12,5,12,2024-09-03,2024-09-22,12,166.5,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor
474,6,9,2,8,2024-08-01,2024-08-15,26,133.0,Ventanilla,Cancelado,0.0,LUIS FERNANDO MENDOZA ARCE,
475,2,3,1,1,2025-05-21,2025-05-25,7,119.88,Agente,Viajado,10.0,  JUAN   carlos  ,Sin observaciones
476,10,8,6,10,2025-10-08,2025-10-27,42,102.6,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,
477,6,13,2,8,2024-12-22,2024-12-23,18,148.4,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,
478,13,4,8,4,2023-02-25,2023-03-14,8,37.8,Telefono,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor
479,2,8,1,1,2024-01-21,2024-02-11,13,134.4,Web,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,
480,2,10,1,1,2025-05-08,2025-05-16,44,104.4,Web,Cancelado,0.0,,Pasaje con equipaje extra
481,12,12,7,6,2025-05-17,2025-05-28,20,31.32,Web,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra
482,6,2,2,8,2024-08-18,2024-09-04,34,129.78,Agente,Cancelado,10.0,MARIA ELENA FLORES TARQUI,
483,13,13,8,4,2025-07-20,2025-08-03,33,33.25,Agente,Viajado,0.0,mARIA eLENA fLoReS,
484,9,5,5,12,2024-02-13,2024-02-15,2,145.5,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,
485,5,1,2,2,2024-10-13,2024-11-11,6,159.6,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
486,13,1,8,4,2025-09-13,2025-09-27,8,38.5,Agente,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor
487,2,7,1,1,2024-06-02,2024-06-09,4,117.72,Web,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,
488,4,4,1,5,2023-08-18,2023-09-01,14,111.6,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra
489,8,13,4,11,2025-04-14,2025-05-14,35,79.1,Web,Cancelado,0.0,FERNANDO JOSE AGUILAR SALINAS,
490,12,1,7,6,2024-11-02,2024-12-01,10,39.96,Ventanilla,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
491,8,3,4,11,2025-07-04,2025-07-25,41,60.9,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
492,6,4,2,8,2023-04-06,2023-04-28,28,123.2,Agente,Viajado,20.0,ANA LUISA CONDORI HUANCA,Sin observaciones
493,13,19,8,4,2025-10-30,2025-11-05,4,37.8,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,
494,6,6,2,8,2023-09-18,2023-10-18,31,145.6,Agente,Viajado,0.0,  JUAN   carlos  ,Sin observaciones
495,14,17,10,13,2024-04-03,2024-04-07,2,20.25,Agente,Cancelado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
496,13,4,8,4,2023-12-11,2023-12-24,19,34.3,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,
497,12,1,7,6,2024-12-21,2025-01-14,2,37.2,Agente,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
498,14,14,10,13,2025-09-20,2025-10-17,37,25.25,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
499,3,10,1,3,2025-07-02,2025-07-27,24,126.0,Ventanilla,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra
500,2,14,1,1,2024-06-07,2024-07-07,33,104.76,Web,Viajado,10.0,,Pasajero adulto mayor
501,13,17,8,4,2025-12-23,2025-12-28,3,33.95,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
502,4,11,1,5,2025-06-29,2025-07-21,30,121.2,Ventanilla,Cancelado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra
503,9,16,5,12,2025-02-12,2025-02-24,1,150.0,Web,Confirmado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
504,12,10,7,6,2023-07-08,2023-07-25,17,42.4,Ventanilla,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor
505,11,2,7,4,2025-02-08,2025-02-28,6,45.6,Ventanilla,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones
506,5,17,2,2,2024-03-08,2024-04-05,28,138.6,Agente,Viajado,10.0,mARIA eLENA fLoReS,Pasaje con equipaje extra
507,10,11,6,10,2024-03-07,2024-03-21,24,61.2,Ventanilla,Viajado,20.0,ROBERTO CARLOS VILLANUEVA RAMOS,
508,9,9,5,12,2025-03-17,2025-04-16,17,163.5,Web,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor
509,3,6,1,3,2024-02-27,2024-03-27,34,98.28,Telefono,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,
510,6,17,2,8,2025-07-11,2025-07-12,1,120.4,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones
511,2,12,1,1,2023-07-22,2023-08-07,23,103.2,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor
512,14,1,10,13,2023-02-17,2023-03-10,26,27.5,Web,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,
513,10,15,6,10,2025-09-30,2025-10-02,17,76.5,Web,Viajado,0.0,  JUAN   carlos  ,Pasaje con equipaje extra
514,15,17,11,13,2025-02-07,2025-02-08,44,8.8,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
515,12,20,7,6,2025-10-07,2025-10-31,23,40.4,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra
516,15,2,11,13,2024-06-13,2024-06-15,41,9.0,Agente,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra
517,6,7,2,8,2023-03-04,2023-03-20,43,134.4,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
518,15,12,11,13,2023-01-26,2023-02-09,42,11.2,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor
519,12,9,7,6,2024-03-31,2024-04-24,11,34.92,Agente,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor
520,6,13,2,8,2023-03-03,2023-03-29,7,139.86,Ventanilla,Viajado,10.0,,Sin observaciones
521,10,5,6,10,2025-06-23,2025-07-02,39,84.6,Web,Cancelado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor
522,11,2,7,4,2025-09-29,2025-10-28,40,45.2,Ventanilla,Viajado,0.0,MARIA ELENA FLORES TARQUI,
523,5,2,2,2,2025-03-06,2025-03-22,10,131.6,Web,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra
524,12,6,7,6,2023-08-23,2023-09-08,4,44.0,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones
525,7,4,3,3,2025-01-14,2025-02-06,44,121.0,Telefono,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor
526,12,1,7,6,2024-03-25,2024-04-16,14,35.6,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
527,15,14,11,13,2024-03-02,2024-03-25,14,8.6,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor
528,9,7,5,12,2025-07-10,2025-07-27,21,160.5,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
529,9,16,5,12,2023-03-08,2023-03-29,2,157.5,Telefono,Cancelado,0.0,mARIA eLENA fLoReS,
530,9,20,5,12,2023-04-03,2023-04-21,8,121.5,Web,Cancelado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor
531,15,9,11,13,2023-06-25,2023-07-05,32,8.01,Telefono,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra
532,6,19,2,8,2025-12-22,2025-12-25,39,158.2,Ventanilla,Viajado,0.0,  JUAN   carlos  ,Pasajero adulto mayor
533,15,12,11,13,2023-03-17,2023-03-29,44,11.2,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones
534,2,3,1,1,2023-05-20,2023-05-25,18,128.4,Web,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
535,7,1,3,3,2023-11-26,2023-12-12,31,117.7,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
536,9,17,5,12,2025-07-23,2025-07-25,39,169.5,Ventanilla,Cancelado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones
537,2,8,1,1,2023-03-21,2023-03-31,2,102.0,Ventanilla,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,
538,8,6,4,11,2023-01-16,2023-01-20,6,70.56,Telefono,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,
539,2,20,1,1,2024-07-29,2024-08-18,37,110.16,Ventanilla,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor
540,12,3,7,6,2024-01-07,2024-01-31,1,43.6,Web,Viajado,0.0,,Pasaje con equipaje extra
541,10,5,6,10,2023-10-15,2023-11-10,42,85.5,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,
542,10,17,6,10,2025-01-24,2025-01-29,22,95.4,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
543,2,8,1,1,2024-04-29,2024-05-02,34,109.08,Telefono,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones
544,13,12,8,4,2025-08-23,2025-08-26,8,39.2,Ventanilla,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,
545,13,18,8,4,2023-12-20,2024-01-12,23,32.9,Web,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra
546,11,11,7,4,2025-10-20,2025-11-03,25,35.2,Telefono,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones
547,8,11,4,11,2024-07-08,2024-07-17,26,76.3,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra
548,2,20,1,1,2025-04-27,2025-05-18,35,130.8,Telefono,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,
549,1,5,1,1,2023-05-20,2023-06-02,18,117.6,Web,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,
550,11,19,7,4,2024-04-03,2024-04-22,22,37.8,Telefono,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor
551,4,6,1,5,2025-07-02,2025-07-25,30,128.4,Web,Viajado,0.0,  JUAN   carlos  ,Sin observaciones
552,2,3,1,1,2024-07-12,2024-07-25,40,100.44,Ventanilla,Viajado,10.0,mARIA eLENA fLoReS,Pasajero adulto mayor
553,2,8,1,1,2025-08-02,2025-08-03,5,102.6,Agente,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor
554,3,6,1,3,2025-11-28,2025-12-02,22,130.8,Ventanilla,Cancelado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
555,15,6,11,13,2024-03-07,2024-03-17,41,10.9,Agente,Cancelado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
556,6,14,2,8,2024-12-04,2024-12-28,44,133.0,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
557,5,15,2,2,2024-06-09,2024-07-06,18,133.0,Web,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,
558,1,3,1,1,2023-02-21,2023-03-21,45,123.6,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
559,13,13,8,4,2024-08-15,2024-09-05,19,31.5,Telefono,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor
560,1,1,1,1,2024-03-13,2024-03-17,39,107.52,Ventanilla,Viajado,20.0,,Sin observaciones
561,7,8,3,3,2024-10-29,2024-11-27,2,101.2,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones
562,1,19,1,1,2024-01-26,2024-02-04,22,99.36,Web,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
563,15,18,11,13,2025-01-20,2025-01-21,3,8.5,Ventanilla,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,
564,1,2,1,1,2025-11-06,2025-11-17,45,103.2,Agente,Cancelado,0.0,MARIA ELENA FLORES TARQUI,
565,7,8,3,3,2025-02-23,2025-03-16,18,105.6,Ventanilla,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
566,2,17,1,1,2023-07-25,2023-08-09,33,116.64,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
567,6,20,2,8,2023-08-10,2023-08-18,7,135.8,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones
568,9,3,5,12,2023-03-11,2023-04-06,23,118.8,Web,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
569,1,8,1,1,2023-06-09,2023-06-20,29,124.8,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor
570,11,19,7,4,2023-09-29,2023-10-16,15,34.8,Agente,Viajado,0.0,  JUAN   carlos  ,
571,3,20,1,3,2025-09-21,2025-10-10,28,112.8,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones
572,2,15,1,1,2023-07-26,2023-08-10,1,118.8,Agente,Cancelado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,
